time,total,sunny,rain,on_off_rain,cloudy,thunderstorm,monday,tuesday,wednesday,thursday,friday,saturday,sunday
15:56:00,9,5,0,2,2,0,1,1,2,1,1,2,1
15:57:00,9,5,0,2,2,0,1,1,2,1,1,2,1
15:58:00,9,5,0,2,2,0,1,1,2,1,1,2,1
15:59:00,9,5,0,2,2,0,1,1,2,1,1,2,1
16:00:00,11,6,0,2,3,0,1,2,2,1,2,2,1
16:01:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:02:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:03:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:04:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:05:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:06:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:07:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:08:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:09:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:10:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:11:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:12:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:13:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:14:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:15:00,7,4,0,2,1,0,0,1,1,1,2,1,1
16:16:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:17:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:18:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:19:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:20:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:21:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:22:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:23:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:24:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:25:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:26:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:27:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:28:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:29:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:30:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:31:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:32:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:33:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:34:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:35:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:36:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:37:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:38:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:39:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:40:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:41:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:42:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:43:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:44:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:45:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:46:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:47:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:48:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:49:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:50:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:51:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:52:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:53:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:54:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:55:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:56:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:57:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:58:00,6,3,0,2,1,0,0,1,1,0,2,1,1
16:59:00,6,3,0,2,1,0,0,1,1,0,2,1,1
17:00:00,6,3,0,2,1,0,0,1,1,0,2,1,1
17:01:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:02:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:03:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:04:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:05:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:06:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:07:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:08:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:09:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:10:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:11:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:12:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:13:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:14:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:15:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:16:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:17:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:18:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:19:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:20:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:21:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:22:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:23:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:24:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:25:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:26:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:27:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:28:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:29:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:30:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:31:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:32:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:33:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:34:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:35:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:36:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:37:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:38:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:39:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:40:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:41:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:42:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:43:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:44:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:45:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:46:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:47:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:48:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:49:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:50:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:51:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:52:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:53:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:54:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:55:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:56:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:57:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:58:00,2,1,0,0,1,0,0,1,0,0,1,0,0
17:59:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:00:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:01:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:02:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:03:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:04:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:05:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:06:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:07:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:08:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:09:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:10:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:11:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:12:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:13:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:14:00,2,1,0,0,1,0,0,1,0,0,1,0,0
18:15:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:16:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:17:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:18:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:19:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:20:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:21:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:22:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:23:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:24:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:25:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:26:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:27:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:28:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:29:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:30:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:31:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:32:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:33:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:34:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:35:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:36:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:37:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:38:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:39:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:40:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:41:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:42:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:43:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:44:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:45:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:46:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:47:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:48:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:49:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:50:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:51:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:52:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:53:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:54:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:55:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:56:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:57:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:58:00,3,1,0,0,2,0,1,1,0,0,1,0,0
18:59:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:00:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:01:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:02:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:03:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:04:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:05:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:06:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:07:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:08:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:09:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:10:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:11:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:12:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:13:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:14:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:15:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:16:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:17:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:18:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:19:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:20:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:21:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:22:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:23:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:24:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:25:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:26:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:27:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:28:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:29:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:30:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:31:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:32:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:33:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:34:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:35:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:36:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:37:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:38:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:39:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:40:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:41:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:42:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:43:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:44:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:45:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:46:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:47:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:48:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:49:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:50:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:51:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:52:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:53:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:54:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:55:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:56:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:57:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:58:00,3,1,0,0,2,0,1,1,0,0,1,0,0
19:59:00,3,1,0,0,2,0,1,1,0,0,1,0,0
20:00:00,3,1,0,0,2,0,1,1,0,0,1,0,0
20:01:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:02:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:03:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:04:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:05:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:06:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:07:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:08:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:09:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:10:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:11:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:12:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:13:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:14:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:15:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:16:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:17:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:18:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:19:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:20:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:21:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:22:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:23:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:24:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:25:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:26:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:27:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:28:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:29:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:30:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:31:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:32:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:33:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:34:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:35:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:36:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:37:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:38:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:39:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:40:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:41:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:42:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:43:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:44:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:45:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:46:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:47:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:48:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:49:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:50:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:51:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:52:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:53:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:54:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:55:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:56:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:57:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:58:00,2,1,0,0,1,0,1,1,0,0,0,0,0
20:59:00,2,1,0,0,1,0,1,1,0,0,0,0,0
21:00:00,2,1,0,0,1,0,1,1,0,0,0,0,0
